,tweets,words,
23223, Blog: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/1raZxl5LYD,blog death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23224, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/MJlF2nAacz,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23226, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/NUNknOQmva,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23227, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/L5vPjtXocy,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23229, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/njUkEAzWta,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23230, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/b1Mffe8D0A,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23231, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/0DqTbJXDN6,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23233, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/9TcTxA6IK2,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23237, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/xASne0lE21,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23238, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/4cZTDbuEPF,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23240, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/NAYTiZAxJm,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23241, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/FFK9W5WXTl,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23243, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/9vCrrF5ljR,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23244, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/Z7XxbATRxO,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23245, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/iqWXzI9lIk,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23246, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/yMQlRPfm8U,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23247, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/uGK8VhocYP,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23248, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/btIZb8hFeJ,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23250, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/dSHgFsU6ra,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23252, Blog: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/QWRAQ3THmk,blog death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23257," Only the sick are scheduled two doctor appts in the same day, but only the healthy have the endurance for it.",sick scheduled doctor appts day healthy endurance,can'tsay
23258, Blog: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/3qoyK3HWsU,blog death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23259, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/WsyB6dfVhr,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23262, Blog Post: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/rD92BiZmhc,blog post death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23263, No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/W23WQQxjLS,death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23269, Blog: No death penalty for Philadelphia abortion doctor in deal with prosecutors http://t.co/xhYaRBdeSY,blog death penalty philadelphia abortion doctor deal prosecutors,can'tsay
23280," “@cnnbrk: Life in prison for Kermit Gosnell, abortion doctor convicted of murder. http://t.co/87XxlyGz9q” this guy needs to burn #sickfuck",life prison kermit gosnell abortion doctor convicted murder guy burn #sickfuck,can'tsay
23287, Parents sue South Carolina hospital over child's sexual assignment surgery http://t.co/xo5lqjQCZh,parents sue south carolina hospital childs sexual assignment surgery,can'tsay
23317, Good news from the doctor &gt;&gt;,news doctor gtgt,can'tsay
23322, Why is my eye doctor actually funny?,eye doctor actually funny,can'tsay
23324," It's a little disheartening to hear a doctor at a cancer hospital joke on the phone and say \I'm about to die I'm so exhausted.\""""",little disheartening hear doctor cancer hospital joke phone die exhausted,can'tsay
23328," Aye bro go fuck shit up @admiraltrent at bootcamp. Stretch, drink lots of water and wash your hands. And never go to medical.",aye bro fuck shit bootcamp stretch drink lots water wash hands medical,can'tsay
23351, Q-C: Moline accident sends two people to hospital http://t.co/IF8GA30vZA http://t.co/hRAuFPUAWr,qc moline accident sends people hospital,can'tsay
23354, ABC News: Convicted Abortion Doctor Avoids Death Penalty,abc news convicted abortion doctor avoids death penalty,can'tsay
23355, ABC News: Convicted Abortion Doctor Avoids Death Penalty,abc news convicted abortion doctor avoids death penalty,can'tsay
23360, Convicted abortion doctor makes deal to avoid death penalty http://t.co/gifnsAdLFl,convicted abortion doctor makes deal avoid death penalty,can'tsay
23361, At the hospital,hospital,can'tsay
23371, i follow tons of doctor who blog but i rarely see it on my dash,follow tons doctor blog rarely dash,can'tsay
23372," I want to complain about how I had to spend this gorgeous day in a hospital, but I'm just thankful I have an oral surgeon who's so thorough.",complain spend gorgeous day hospital thankful oral surgeon whos thorough,can'tsay
23382," Went to the eye doctor. Have meds, so hopefully I won't turn into a zombie after all! Also did grocery store stuff, got new things to try :O",eye doctor meds hopefully wo zombie grocery store stuff try,can'tsay
23384, Breaking News: #Mobile Medical examiner testifies about autopsy during Mobile murder trial http://t.co/QeeAGM9FGH,breaking news #mobile medical examiner testifies autopsy mobile murder trial,can'tsay
23389," @ScottBuxton_1 Hopefully becoming a hospital play specialist, which is working with children in hospital #agreed #nhsdeservesrecognition",hopefully becoming hospital play specialist children hospital #agreed #nhsdeservesrecognition,can'tsay
23394, Kinda scared about the hospital.. ah :(,kinda scared hospital ah,can'tsay
23420," *From Nursing to Doctor Who place <tweepy.models.Place object at 0x0291F530> coordinates {u'type': u'Point', u'coordinates': [-1.2877046, 52.9284472]}",nursing doctor,can'tsay
23436, News - Medical education: Challenges in implementing workplace based assessments - http://t.co/QCN7JBxuYo,news medical education challenges implementing workplace based assessments,can'tsay
23446," @JORDYHiGHROLLER they just took everything but your hospital gown and some hangers. place <tweepy.models.Place object at 0x0291F510> coordinates {u'type': u'Point', u'coordinates': [-73.78207558, 42.66184984]}",hospital gown hangers,can'tsay
23466, @allychavezzz there was an accident next to rr today and one student is in the hospital and one person is dead. It was a pretty bad crash,accident rr student hospital person dead pretty bad crash,can'tsay
23481, Woo woo these Medical Explorers scrubs are HOT???? #justkidding ??,woo woo medical explorers scrubs hot #justkidding,can'tsay
23483, A big thank you to my doctor who got me out of gym for the rest of the year. #hallelujah,thank doctor gym rest #hallelujah,can'tsay
23487, He deserves death. RT “@secupp: Gosnell will not face death penalty http://t.co/fiy4BbWAgQ”,deserves death gosnell death penalty,can'tsay
23490, My Medical Choice http://t.co/owjTEi3qDL So brave!!!!!!!!!!  idol 4ever,medical choice brave idol,can'tsay
23495, Just had my balls and dingus grabbed by the doctor... ???????,balls dingus grabbed doctor,can'tsay
23511, F U doctor let me swim,doctor swim,can'tsay
23516," My brother fell over today, went unconscious, was sent to the hospital... But he's all gooooood. He's a Virk, see.",brother fell unconscious sent hospital hes gooooood hes virk,can'tsay
23517, @acsnaara mayb if you were a doctor id feel safer lol,mayb doctor id feel safer lol,can'tsay
23525, S/O to my big sister Lauren who has made her final decision to attend medical college of Wisconsin! Good luck for the next 7 years,sister lauren final decision attend medical college wisconsin luck,can'tsay
23529, Absolutely hate going to any sort of doctor,absolutely hate sort doctor,can'tsay
23541, 'Fatigue failure' in 65-year-old engine part caused Durham doctor's fatal ... http://t.co/uLCI7okFwS #news,fatigue failure engine caused durham doctors fatal #news,can'tsay
23546, @LorraineDonnega *I force a smile hiding my tears* doctor: lorraine we are here now *doctor takes you onto ward and I follow*,force smile hiding tears doctor lorraine doctor takes onto ward follow,can'tsay
23558, Don't want to go to hospital tomorrow YAWN,hospital tomorrow yawn,can'tsay
23559, @david_dewar good luck getting a no essential medical visa #nochance,luck getting essential medical visa #nochance,can'tsay
23562, I honestly was about to kiss my doctor when she said I didn't have to get any shots,honestly kiss doctor shots,can'tsay
23566," Angelina Jolie just made every woman in the world a little more paranoid, and every Cancer Doctor a little more wealthy...",angelina jolie woman world little paranoid cancer doctor little wealthy,can'tsay
23567, Convicted Philadelphia Abortion Doctor Gets Life In Prison: Dr. Kermit Gosnell was spared the d... http://t.co/eZmOnxDF5P #NPR #US #news,convicted philadelphia abortion doctor life prison dr kermit gosnell spared #npr # #news,can'tsay
23573, Random sleepy times can lead to almost death unless properly monitored. Talk to your doctor about napping today.,random sleepy times lead death unless properly monitored talk doctor napping,can'tsay
23587, It's almost impossible to be in a good mood when you're in a hospital,impossible mood hospital,can'tsay
23589, @Finding_Paola @ivetteruiz_xoxo why are you at the hospital prima!? Are you okay? What hospital?,hospital prima okay hospital,can'tsay
23595," Surgery Career: RN, Medical/Surgical, Full Time/Days at Friendly, Teaching Hospital at Heart Hospital of Austi...  http://t.co/PZRAQtrWgH",surgery career rn medicalsurgical timedays friendly teaching hospital heart hospital austi,can'tsay
23596," Surgery Career: RN, Medical/Surgical, Full Time/Days at Friendly, Teaching Hospital at Eastside Medical Center...  http://t.co/PZRAQtrWgH",surgery career rn medicalsurgical timedays friendly teaching hospital eastside medical center,can'tsay
23611," “@NBCNewsUS: Abortion doctor Kermit Gosnell spared death sentence http://t.co/y986ofER0M” did Kermit kill more than just the baby?? ..or? place <tweepy.models.Place object at 0x0291F4B0> coordinates {u'type': u'Point', u'coordinates': [-118.53609888, 34.21307072]}",abortion doctor kermit gosnell spared death sentence kermit kill baby,can'tsay
23612, I just wanna be out of this hospital already. My poor car ??,wanna hospital poor car,can'tsay
23637," @SteffDwyerx what didn't you get? Like the products etc? Hahah examine ye, calm down she's not a doctor ahaha",products etc hahah examine ye calm shes doctor ahaha,can'tsay
23648, I'm not obsessed with Doctor Who... I just haven't stopped watching it for like 4 weeks straight...,obsessed doctor stopped watching weeks straight,can'tsay
23660, By the end of the week I will have spoken with every single hospital in Ohio. There's only 14 pages of them...,week spoken single hospital ohio theres pages,can'tsay
