tweets,cleaned tweets,
 Hippocrates Media | Eating disorders and Insurance Policies http://t.co/XaOQaD8gEQ #BingeEating #HealthInsurance #MentalHealth @HippocratesM,"hippocrates,media,eating,disorders,insurance,policies,#bingeeating,#healthinsurance,#mentalhealth",Medical
 HIPAA violation? Request for Data on Boston Marathon Victims from Commission Sparks Privacy Concerns - http://t.co/DfRYswBIiM #healthcare,"hipaa,violation,request,data,boston,marathon,victims,commission,sparks,privacy,concerns,#healthcare",Medical
" HIMSS, TX Medical Association cite gains under #EHR incentive programs http://t.co/Wi2POGpped","himss,tx,medical,association,cite,gains,#ehr,incentive,programs",Medical
 HIMSS EHRA Responds to Meaningful Use ‘Reboot’: Vendor-led Association Comments on GOP Senators Conc... http://t.co/kw5HQVazcR #healthIT,"himss,ehra,responds,meaningful,‘reboot’,vendor,led,association,comments,gop,senators,conc,#healthit",Medical
 HIMSS EHRA Responds to Meaningful Use ‘Reboot’ http://t.co/32m7O0CCMO #himss #meaningfuluse,"himss,ehra,responds,meaningful,‘reboot’,#himss,#meaningfuluse",Medical
 HIMSS EHRA Responds to Meaningful Use ‘Reboot’ #MeaningfulUse #EHR #HIT http://t.co/xZzgfLXVBK,"himss,ehra,responds,meaningful,‘reboot’,#meaningfuluse,#ehr,#hit",Medical
 HIMSS EHRA responds to #MeaningfulUse ‘Reboot’ http://t.co/pbDbnbTK9l @HIMSS #EHR http://t.co/VLRVb49m74,"himss,ehra,responds,#meaningfuluse,‘reboot’,#ehr",Medical
 HIMSS EHRA responds to #MeaningfulUse ‘Reboot’ http://t.co/pbDbnbTK9l @HIMSS #EHR,"himss,ehra,responds,#meaningfuluse,‘reboot’,#ehr",Medical
" HIMSS #EHR Association fires back at GOP Senators calling for MU reboot, in @GovHIT |  http://t.co/jeNEPaNDA6 #HITsm #HealthIT","himss,#ehr,association,fires,gop,senators,calling,mu,reboot,#hitsm,#healthit",Medical
 Hilton Head Hospital receives American Heart Association award. Read more here: http://t.co/hwMKg9Hcx3 #hiltonhead #hospital #award #hearts,"hilton,head,hospital,receives,american,heart,association,award,read,#hiltonhead,#hospital,#award,#hearts",Medical
 Highly Contagious Strain of Meningitis Targets Men Who Have Sex With Men in NYC http://t.co/yYFVxKZdst #HIV #AIDS #p2 #HCR #LGBT,"highly,contagious,strain,meningitis,targets,sex,nyc,#hiv,#aids,#p2,#hcr,#lgbt",Medical
 Highest earning Medical Branch $$$$$: best is gynac and general surgery in… http://t.co/ghHHSvtKCx #india #doctors,"earning,medical,branch,gynac,surgery,…,#india,#doctors",Medical
 Higher-dose citalopram and the FDA warnings http://t.co/Xp7paklejD #healthinnovations #pharma #fda #medical #research #doctor,"dose,citalopram,fda,warnings,#healthinnovations,#pharma,#fda,#medical,#research,#doctor",Medical
" High Yield UA Findings: WBCs, WBC Casts w/o bacteria (sterile pyuria) = interstitial nephritis, renal tb, or appy #FOAMed #MedEd #ABIM","yield,ua,findings,wbcs,wbc,casts,bacteria,sterile,pyuria,interstitial,nephritis,renal,tb,appy,#foamed,#meded,#abim",Medical
 High Yield UA Findings: RBC casts and hematuria = glomerulonephritis (GN) #MedEd #FOAMed #ABIM,"yield,ua,findings,rbc,casts,hematuria,glomerulonephritis,gn,#meded,#foamed,#abim",Medical
 High Yield UA Findings: Hyaline casts = benign causes #FOAMed #MedEd #ABIM,"yield,ua,findings,hyaline,casts,benign,causes,#foamed,#meded,#abim",Medical
" High Yield UA Findings: Fatty casts/oval fat bodies = nephrotic synd; Also hypoproteinemia, HLP, &amp; periph edema #FOAMed #MedEd #ABIM","yield,ua,findings,fatty,casts,oval,fat,bodies,nephrotic,synd,hypoproteinemia,hlp,periph,edema,#foamed,#meded,#abim",Medical
 High Court bares post-Jackson teeth with stricter approach to relief from sanctions - http://t.co/jxLVCgDx6l via @litfutures #CPR,"court,bares,post,jackson,teeth,stricter,approach,relief,sanctions,via,#cpr",Medical
" HIE Use Increases Among US Doctors http://t.co/HdsCGWlT9s #healthIT,","hie,increases,doctors,#healthit",Medical
 HIE adoption: Value of resolving user pain points at IHIE http://t.co/p7Y1CJOmr2  #HIE #EHR #ACO,"hie,adoption,value,resolving,user,pain,ihie,#hie,#ehr,#aco",Medical
 Hiding From Fight in Your Locked Ambulance New from the MedicCast http://t.co/KmOBgMaigv #EMS,"hiding,fight,locked,ambulance,mediccast,#ems",Medical
 Hi tweeples! Has anyone seen a great short film on #maternalhealth? Looking for sthg to use in a @soljourno training. #chw #globalhealth,"hi,tweeples,seen,short,film,#maternalhealth,looking,sthg,training,#chw,#globalhealth",Medical
" Hi I'll be your dr today, once we get you chest pain free you will be doing a coffee run for me... #emergency #medicine #doctor coordinates {u'type': u'Point', u'coordinates': [151.15438843, -33.90595627]}","hi,dr,chest,pain,free,coffee,run,#emergency,#medicine,#doctor,type",Medical
" Hi ADP AdvancedMD users out there, what #EHR features or products would you like to see? We're listening...","hi,adp,advancedmd,users,#ehr,features,products,listening",Medical
 HHS: 18 states to drop PCIP programs #ACA #PPACA #HCR http://t.co/eHH5nqgppE (via @LifeHealthPro) http://t.co/eHH5nqgppE,"hhs,drop,pcip,programs,#aca,#ppaca,#hcr,via",Medical
 HHS Secretary @Sebelius announces that more than half of eligible doctors and 80%hospitals have adopted #EHR systems http://t.co/Oy7e7CvZtQ,"hhs,secretary,announces,half,eligible,doctors,hospitals,adopted,#ehr,systems",Medical
 HHS reports use of #HealthIT doubles since 2012 http://t.co/E1Ll1BVm89 #physicians #hospitals http://t.co/avTKUF2xsm,"hhs,reports,#healthit,doubles,#physicians,#hospitals",Medical
" HHS reports that 80% of eligible #hospitals, 55% of eligible docs have received #meaningfuluse incentive payments. http://t.co/nG7UgjW6vP","hhs,reports,eligible,#hospitals,eligible,docs,received,#meaningfuluse,incentive,payments",Medical
" HHS reports that 80% of eligible #hospitals, 55% of eligible docs have received #meaningfuluse incentive payments. http://t.co/jHmIz7XFrw","hhs,reports,eligible,#hospitals,eligible,docs,received,#meaningfuluse,incentive,payments",Medical
 HHS Reports Providers’ Use of Health IT Doubles Since 2012 http://t.co/6KnXTqDu1F #hhs #hit #healthit,"hhs,reports,providers’,health,doubles,#hhs,#hit,#healthit",Medical
 HHS reports 55% of eligible physicians and ~80% of eligible hospitals have received MU incentive payments. #EHR http://t.co/XXnXPD45ft,"hhs,reports,eligible,physicians,eligible,hospitals,received,mu,incentive,payments,#ehr",Medical
 HHS Celebrates 20th Conference http://t.co/wcGPbhViNV #events #HHS #Hamilton #Glucksteinbears #Celebrate,"hhs,celebrates,conference,#events,#hhs,#hamilton,#glucksteinbears,#celebrate",Medical
 HHS Announces More than Half of All EPs and Majority of Eligible Hospitals Have Been Paid Under the #EHR Incentive Programs...,"hhs,announces,half,eps,majority,eligible,hospitals,paid,#ehr,incentive,programs",Medical
 HHS Announces Important #HealthIT Milestone http://t.co/0c6RWWH4ia #EHR #MeaningfulUse,"hhs,announces,#healthit,milestone,#ehr,#meaningfuluse",Medical
 HHS 2013 Conference - Review http://t.co/wcGPbhViNV #events #HHS #Hamilton #Glucksteinbears #Celebrate,"hhs,conference,review,#events,#hhs,#hamilton,#glucksteinbears,#celebrate",Medical
 HHS 2013 Conference - Review http://t.co/EThHGk2h1r #events #HHS #Hamilton #Glucksteinbears #Celebrate,"hhs,conference,review,#events,#hhs,#hamilton,#glucksteinbears,#celebrate",Medical
 hhh has a headache the size of the moon #chaperone #concussion,"hhh,headache,size,moon,#chaperone,#concussion",Medical
 Hey tweeps #GFChat is on... NOW! With me. Ask me anything.,"hey,tweeps,#gfchat",Medical
" Hey Gluten Free friends, if there ever was a movie made about the cause and effects of #Celiac #Disease What would the film be titled?","hey,gluten,free,friends,movie,cause,effects,#celiac,#disease,film,titled",Medical
" Hey Doc, look at your #website and ask yourself, \What else was I doing in 1999?\"" http://t.co/ZJurFU2W7a #healthIT #hcsm #hcldr""","hey,doc,look,#website,else,#healthit,#hcsm,#hcldr",Medical
 Hey check out this review for the #Doctor Who Season Finale http://t.co/dnJ1NF9Ct9,"hey,check,review,#doctor,season,finale",Medical
" Hey @NutritionSchool grads and students! Check out @Lissarankin, Mind Over Medicine. #PlaceboEffect, #PrimaryFoods, #IntegrativeMedicine.","hey,grads,students,check,mind,medicine,#placeboeffect,#primaryfoods,#integrativemedicine",Medical
 Hey @Gunner961 give us some mention love on this Friday evening. #Fundraiser #WVU #Hospital http://t.co/5j2OLseC6g,"hey,mention,love,friday,evening,#fundraiser,#wvu,#hospital",Medical
 Hey @brandonframe- heard of @myhealthimpact? Student initiative aimed to raise awareness about HIV #healthdisparities http://t.co/mAYbrL0xeu,"hey,heard,student,initiative,aimed,raise,awareness,hiv,#healthdisparities",Medical
 Hey #GlutenFree or #GF shoppers in MSP. Where do you like shopping? I've found @WholeFoods to be good and @LundsandByerlys to be decent.,"hey,#glutenfree,#gf,shoppers,msp,shopping,found,decent",Medical
 Hey #Fitbit #UP #FuelBand Ill wear your device and share the info if you can convince my health care provider to lower my costs! #IamHealthy,"hey,#fitbit,#,#fuelband,ill,wear,device,share,info,convince,health,care,provider,lower,costs,#iamhealthy",Medical
 Hey #bchc - we're bringing back the Quality Awards' Everyday Champion category. Who deserves recognition? http://t.co/i3w19YjhRd,"hey,#bchc,bringing,quality,awards,everyday,champion,category,deserves,recognition",Medical
 Heroes v. Villains tomorrow at #Revelstoke Secondary School.  #BeAHero #BeAVillain #SpiritWeek #LoveIsLouder,"heroes,villains,tomorrow,#revelstoke,secondary,school,#beahero,#beavillain,#spiritweek,#loveislouder",Medical
 Here's what people see as the No. 1 obstacle to improving #healthcare: via @nicolaziady - http://t.co/Elmd9Q8cIv,"people,obstacle,improving,#healthcare,via",Medical
 Here's to early doctor appointments..  #early #doctors #missinschool #yay http://t.co/kSTGajEhvT,"doctor,appointments,#,#doctors,#missinschool,#yay",Medical
 Heres some math for ya. Cardio + Strength = HOT BOD  #getfit #loveyourbody,"heres,math,ya,cardio,strength,hot,bod,#getfit,#loveyourbody",Medical
" Here's some good new from a @CACHC member, NorWest #CHC http://t.co/RxW67ymns3","norwest,#chc",Medical
 Here's how we can help... #police #fire #co's #military #ems #dispatch it's your life http://t.co/e7h7Dm5b88,"help,#police,#fire,#,#military,#ems,#dispatch,life",Medical
 Here's a quick video we made showing our #appreciation for our #EMS Providers. See anyone you know?  http://t.co/EAYWCFtPlA #hospital,"quick,video,#appreciation,#ems,providers,#hospital",Medical
 Here's a pic of Lew and Jim from @thePGR on their @HarleyDavidson ride! http://t.co/I20CZ1BfjN #hospice,"pic,lew,jim,ride,#hospice",Medical
 Here's a little bit more on the topic of sweating and available treatment. http://t.co/VMxJFl3rhw #Botox #Hyperhidrosis,"little,bit,topic,sweating,available,treatment,#botox,#hyperhidrosis",Medical
 Here's a helpful guide about #Homecare Services for Seniors http://t.co/jJpRey5k03,"helpful,guide,#homecare,services,seniors",Medical
 Here’s why hospitals set high prices - http://t.co/gzAQEJPO5Y #healthcare,"’,hospitals,set,prices,#healthcare",Medical
 Here’s why #hospitals set high prices http://t.co/G05VdUo7V6,"’,#hospitals,set,prices",Medical
 Here’s a thought-provoking study…10 stats on #hospital admissions from the #ED. @HospReviewMag http://t.co/G0wxdeTN0u | #healthit,"’,provoking,study…10,stats,#hospital,admissions,#ed,#healthit",Medical
 Here we goo againn...hate this. #hospital,"goo,againn,hate,#hospital",Medical
 Here we go. Bring on that three to three :) #workie #coffee #hospital,"bring,#workie,#coffee,#hospital",Medical
 Here we go! 12 hours to go! #surgery #hospital http://t.co/0v4QMF1XPN,"hours,#surgery,#hospital",Medical
 Here is something which will test your metal - http://t.co/b56t8XHk3Z - Maybe.  #Patients #Hospital,"test,metal,maybe,#patients,#hospital",Medical
 Here is a great article to read and share with your team and patients: http://t.co/EFHQRtsftC #dental,"article,read,share,team,patients,#dental",Medical
 Here I go again ..... I hate waiting ?????????????? #hospital #waiting #lamoureuse #lamoureusedi http://t.co/jppwcyZKgY,"hate,waiting,#hospital,#waiting,#lamoureuse,#lamoureusedi",Medical
 Here goes #dentist #hurtme #illbiteyourfingers,"goes,#dentist,#hurtme,#illbiteyourfingers",Medical
 Here are the 3 major places health tech innovators can make money  VentureBeat http://t.co/sXFWFBZYfe #hitsm #mhealth #hhs #hitech #onchit,"major,health,tech,innovators,money,venturebeat,#hitsm,#mhealth,#hhs,#hitech,#onchit",Medical
 Here Are Some Tips On Finding Relief With #Acupuncture http://t.co/iRXo8M0GAa,"tips,finding,relief,#acupuncture",Medical
 Here are some of the features you can look forward to at the upcoming conference: http://t.co/nE9HRGorYO via @synochus #hcmktg #hcsm,"features,look,forward,upcoming,conference,via,#hcmktg,#hcsm",Medical
 Here are 7 ways to reduce your cancer risk! http://t.co/kD5UwwYjNj #WellnessTipWed #Healthcare,"reduce,cancer,risk,#wellnesstipwed,#healthcare",Medical
 Here again #hospital http://t.co/hHNDYR9et8,#hospital,Medical
 Herbal Medicine for #Immunotherapy from The Herbal Trading Co http://t.co/Q512Yw2wSM,"herbal,medicine,#immunotherapy,herbal,trading",Medical
" Henry Ford, Beaumont deal dissolves http://t.co/vsKIsZwRSt | #Healthcare Finance News","henry,ford,beaumont,deal,dissolves,#healthcare,finance,news",Medical
" Henry Ford, Beaumont deal dissolves http://t.co/RUCZE59BXD | #Healthcare Finance News","henry,ford,beaumont,deal,dissolves,#healthcare,finance,news",Medical
" Henry Ford, Beaumont deal dissolves http://t.co/n9bqGaHl32 | #Healthcare Finance News","henry,ford,beaumont,deal,dissolves,#healthcare,finance,news",Medical
" Henry Ford, Beaumont deal dissolves http://t.co/jOn6RmvQ4W | #Healthcare Finance News","henry,ford,beaumont,deal,dissolves,#healthcare,finance,news",Medical
 Henceforth I will express any displeasure by spitting. #botox,"henceforth,express,displeasure,spitting,#botox",Medical
 Helping to spread awareness #BrainTumourThursday @BTBuddies @HeadcaseCancerT @BrainTumourFdn @brainstrust @BrainRunners,"helping,spread,awareness,#braintumourthursday",Medical
 Helpful info for cancer patients' loved ones. http://t.co/ncuu08yZe9 @SusanGKomen #nonprofit  #cancersupport,"helpful,info,cancer,patients,loved,ones,#nonprofit,#cancersupport",Medical
 HELP: Is there a good reference management app for iPad??? Need to organize/database all these pdf's! #meded #FOAMed,"help,reference,management,app,ipad,organize,database,pdf,#meded,#foamed",Medical
 Help us Begin the Conversation about advance-care planning. http://t.co/HFdsJeuJeo #hospice #palliative #ilm #brunsco #colco #nc #hpm,"help,begin,conversation,advance,care,planning,#hospice,#palliative,#ilm,#brunsco,#colco,#nc,#hpm",Medical
 Help Tom in his brain tumour fight by liking his facebook page http://t.co/0WPhwom0rl #braintumorthursday #btsm,"help,tom,brain,tumour,fight,liking,facebook,page,#braintumorthursday,#btsm",Medical
 Help the fight against #GBM Brain Tumors on #braintumourthursday support the mission to raise £30k @IMHeadcase,"help,fight,#gbm,brain,tumors,#braintumourthursday,support,mission,raise",Medical
" Help SAVE animals, not cause their #DEATHS. #BeAHero http://t.co/9a7cnHu7pk","help,save,animals,cause,#deaths,#beahero",Medical
 Help kick-start or maintain your exercise program at home! #getfit #healthyliving #remax #vancouver http://t.co/TFdG8Cz639,"help,kick,start,maintain,exercise,program,home,#getfit,#healthyliving,#remax,#vancouver",Medical
 Help Celebrate #EMS Week: RT if you support your local Heroes! - http://t.co/hpjyORcuCC #emsweek #tshirts,"help,celebrate,#ems,week,support,local,heroes,#emsweek,#tshirts",Medical
 Help a local... http://t.co/16BiZi3BII #mhealth #digitalhealth #HIMSS,"help,local,#mhealth,#digitalhealth,#himss",Medical
" Help @sucreblue a #nonprofit #healthcare #socent in #india -For $5, enroll a patient: http://t.co/wEGMXZNyMm","help,#nonprofit,#healthcare,#socent,#india,enroll,patient",Medical
