ApplNo	ProductNo	Form	Dosage	ProductMktStatus	TECode	ReferenceDrug	drugname	activeingred
070972	001	CAPSULE; ORAL	EQ 10MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070973	001	CAPSULE; ORAL	EQ 25MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070974	001	TABLET; ORAL	0.1MG	1	AB	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070975	001	TABLET; ORAL	0.2MG	1	AB	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070976	001	TABLET; ORAL	0.3MG	1	AB	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070979	001	SOLUTION; ORAL	20MG/5ML	1		1	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
070980	001	CAPSULE, EXTENDED RELEASE; ORAL	10MEQ	3		0	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
070981	001	TABLET; ORAL	0.5MG	3		0	HALOPERIDOL	HALOPERIDOL
070982	001	TABLET; ORAL	1MG	3		0	HALOPERIDOL	HALOPERIDOL
070983	001	TABLET; ORAL	2MG	3		0	HALOPERIDOL	HALOPERIDOL
070984	001	TABLET; ORAL	5MG	3		0	HALOPERIDOL	HALOPERIDOL
070985	001	TABLET; ORAL	200MG	2		0	IBUPROFEN	IBUPROFEN
070986	001	TABLET; ORAL	800MG	3		0	IBUPROFEN	IBUPROFEN
070987	001	TABLET; ORAL	2MG	3		0	DIAZEPAM	DIAZEPAM
070990	001	INJECTABLE; INJECTION	200MG/VIAL	3		0	DACARBAZINE	DACARBAZINE
070992	001	INJECTABLE; INJECTION	2.5MG/ML	3		0	DROPERIDOL	DROPERIDOL
070993	001	INJECTABLE; INJECTION	2.5MG/ML	3		0	DROPERIDOL	DROPERIDOL
070994	001	TABLET; ORAL	120MG	1	AB	0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070995	001	TABLET; ORAL	80MG	1	AB	0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070996	001	TABLET; ORAL	5MG	3		0	DIAZEPAM	DIAZEPAM
070998	001	TABLET, EXTENDED RELEASE; ORAL	8MEQ	3		0	K+8	POTASSIUM CHLORIDE
070999	001	TABLET, EXTENDED RELEASE; ORAL	10MEQ	3		0	K+10	POTASSIUM CHLORIDE
071000	001	CAPSULE; ORAL	100MG	3		0	SYMADINE	AMANTADINE HYDROCHLORIDE
071001	001	TABLET; ORAL	200MG	3		0	MIDOL	IBUPROFEN
071002	001	CAPSULE; ORAL	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	MIDOL	IBUPROFEN
071006	001	TABLET; ORAL	250MG	3		0	METHYLDOPA	METHYLDOPA
071007	001	CAPSULE; ORAL	EQ 50MG BASE	3		0	MECLOFENAMATE SODIUM	MECLOFENAMATE SODIUM
071008	001	CAPSULE; ORAL	EQ 100MG BASE	3		0	MECLOFENAMATE SODIUM	MECLOFENAMATE SODIUM
071009	001	TABLET; ORAL	500MG	3		0	METHYLDOPA	METHYLDOPA
071010	001	SUPPOSITORY; RECTAL	120MG	3		0	ACETAMINOPHEN	ACETAMINOPHEN
071011	001	SUPPOSITORY; RECTAL	650MG	3		0	ACETAMINOPHEN	ACETAMINOPHEN
071012	001	OINTMENT; TOPICAL	EQ 0.05% BASE	1	AB	0	BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE
071013	001	TABLET; ORAL	10MG	3		0	METAPROTERENOL SULFATE	METAPROTERENOL SULFATE
071014	001	TABLET; ORAL	20MG	3		0	METAPROTERENOL SULFATE	METAPROTERENOL SULFATE
071015	001	CONCENTRATE; ORAL	EQ 2MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
071016	001	TABLET; ORAL	400MG;80MG	3		0	SULFAMETHOXAZOLE AND TRIMETHOPRIM	SULFAMETHOXAZOLE; TRIMETHOPRIM
071017	001	TABLET; ORAL	800MG;160MG	1	AB	0	SULFAMETHOXAZOLE AND TRIMETHOPRIM	SULFAMETHOXAZOLE; TRIMETHOPRIM
071018	001	SOLUTION; INHALATION	0.6%	3		0	METAPROTERENOL SULFATE	METAPROTERENOL SULFATE
071019	001	TABLET; ORAL	80MG	3		0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
071022	001	Injectable; Injection	EQ 1MG BASE/VIAL	3		0	GLUCAGON	GLUCAGON HYDROCHLORIDE
071023	001	Injectable; Injection	EQ 10MG BASE/VIAL	3		0	GLUCAGON	GLUCAGON HYDROCHLORIDE
071024	001	Injectable; Injection	50MG/ML	3		0	METHYLDOPATE HCL	METHYLDOPATE HYDROCHLORIDE
071026	001	CAPSULE; ORAL	30MG	3		0	OXAZEPAM	OXAZEPAM
071026	002	CAPSULE; ORAL	10MG	3		0	OXAZEPAM	OXAZEPAM
071026	003	CAPSULE; ORAL	15MG	3		0	OXAZEPAM	OXAZEPAM
071027	001	TABLET; ORAL	200MG	3		0	IBUPROFEN	IBUPROFEN
071028	001	TABLET; ORAL	300MG	3		0	IBUPROFEN	IBUPROFEN
071029	001	TABLET; ORAL	400MG	3		0	IBUPROFEN	IBUPROFEN
071030	001	TABLET; ORAL	600MG	3		0	IBUPROFEN	IBUPROFEN
071038	001	TABLET; ORAL	1MG	3		0	LORAZEPAM	LORAZEPAM
071039	001	TABLET; ORAL	2MG	3		0	LORAZEPAM	LORAZEPAM
071041	001	TABLET; ORAL-21	0.035MG,0.035MG;0.5MG,1MG	1		0	NORETHINDRONE AND ETHINYL ESTRADIOL (7/14)	ETHINYL ESTRADIOL; NORETHINDRONE
071042	001	TABLET; ORAL-28	0.035MG,0.035MG;0.5MG,1MG	1		0	NORETHINDRONE AND ETHINYL ESTRADIOL (7/14)	ETHINYL ESTRADIOL; NORETHINDRONE
071043	001	TABLET; ORAL-21	0.035MG,0.035MG;0.5MG,1MG	1		0	NORETHINDRONE AND ETHINYL ESTRADIOL (10/11)	ETHINYL ESTRADIOL; NORETHINDRONE
071044	001	TABLET; ORAL-28	0.035MG,0.035MG;0.5MG,1MG	1		0	NORETHINDRONE AND ETHINYL ESTRADIOL (10/11)	ETHINYL ESTRADIOL; NORETHINDRONE
071050	001	INJECTABLE; INJECTION	0.5MG/ML	1	AP	0	ASTRAMORPH PF	MORPHINE SULFATE
071051	001	INJECTABLE; INJECTION	0.5MG/ML	1	AP	0	ASTRAMORPH PF	MORPHINE SULFATE
071052	001	INJECTABLE; INJECTION	1MG/ML	1	AP	0	ASTRAMORPH PF	MORPHINE SULFATE
071053	001	INJECTABLE; INJECTION	1MG/ML	1	AP	0	ASTRAMORPH PF	MORPHINE SULFATE
071054	001	SOLUTION; ORAL	10GM/15ML	1	AA	0	CONSTILAC	LACTULOSE
071055	001	Injectable; Injection	500MG/VIAL	3		0	FLOXURIDINE	FLOXURIDINE
071056	001	Injectable; Injection	EQ 100MG BASE/VIAL	3		0	AZATHIOPRINE	AZATHIOPRINE SODIUM
071057	001	TABLET; ORAL	200MG	2		0	IBU-TAB 200	IBUPROFEN
071058	001	TABLET; ORAL	400MG	1	AB	0	IBU-TAB	IBUPROFEN
071059	001	TABLET; ORAL	600MG	1	AB	0	IBU-TAB	IBUPROFEN
071060	001	TABLET; ORAL	25MG;40MG	3		0	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
071061	001	TABLET; ORAL	25MG;80MG	3		0	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
071062	001	TABLET; ORAL	10MG;2MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
071063	001	TABLET; ORAL	25MG;2MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
071064	001	TABLET; ORAL	25MG;4MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
071065	001	TABLET; ORAL	200MG	3		0	ACHES-N-PAIN	IBUPROFEN
071067	001	TABLET; ORAL	500MG	3		0	METHYLDOPA	METHYLDOPA
071068	001	CAPSULE; ORAL	30MG	1	AB	0	FLURAZEPAM HYDROCHLORIDE	FLURAZEPAM HYDROCHLORIDE
071069	001	TABLET; ORAL	30MG;500MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
071071	001	TABLET; ORAL	0.5MG	3		0	HALOPERIDOL	HALOPERIDOL
071072	001	TABLET; ORAL	1MG	3		0	HALOPERIDOL	HALOPERIDOL
071073	001	TABLET; ORAL	2MG	3		0	HALOPERIDOL	HALOPERIDOL
071074	001	TABLET; ORAL	5MG	3		0	HALOPERIDOL	HALOPERIDOL
071075	001	TABLET; ORAL	10MG	3		0	HALOPERIDOL	HALOPERIDOL
071076	001	TABLET; ORAL	20MG	3		0	HALOPERIDOL	HALOPERIDOL
071077	001	TABLET; ORAL	10MG;2MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
071078	001	TABLET; ORAL	10MG;4MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
071079	001	TABLET; ORAL	25MG;4MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
071081	001	CAPSULE; ORAL	EQ 100MG BASE	1	AB	1	MECLOFENAMATE SODIUM	MECLOFENAMATE SODIUM
071081	002	CAPSULE; ORAL	EQ 50MG BASE	1	AB	0	MECLOFENAMATE SODIUM	MECLOFENAMATE SODIUM
071082	001	Injectable; Injection	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
071083	001	INJECTABLE; INJECTION	0.4MG/ML	3		0	NARCAN	NALOXONE HYDROCHLORIDE
071084	001	INJECTABLE; INJECTION	1MG/ML	3		0	NARCAN	NALOXONE HYDROCHLORIDE
071085	001	LOTION; TOPICAL	EQ 0.05% BASE	3		0	BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE
071086	001	TABLET; ORAL	0.5MG	3		0	LORAZEPAM	LORAZEPAM
071087	001	TABLET; ORAL	1MG	3		0	LORAZEPAM	LORAZEPAM
071088	001	TABLET; ORAL	2MG	3		0	LORAZEPAM	LORAZEPAM
071093	001	CAPSULE; ORAL	10MG	1	AB	0	THIOTHIXENE	THIOTHIXENE
071093	002	CAPSULE; ORAL	1MG	1	AB	0	THIOTHIXENE	THIOTHIXENE
071093	003	CAPSULE; ORAL	2MG	1	AB	0	THIOTHIXENE	THIOTHIXENE
071093	004	CAPSULE; ORAL	5MG	1	AB	0	THIOTHIXENE	THIOTHIXENE
071094	001	Injectable; Injection	5MG/ML	3		0	NITROGLYCERIN	NITROGLYCERIN
071095	001	Injectable; Injection	10MG/ML	3		0	NITROGLYCERIN	NITROGLYCERIN
071098	001	TABLET; ORAL	60MG	3		0	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
071099	001	TABLET, EXTENDED RELEASE; ORAL	12MG;75MG	3		0	BROMATAPP	BROMPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
071101	001	TABLET; ORAL	0.3MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
071102	001	TABLET; ORAL	0.2MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
071103	001	TABLET; ORAL	0.1MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
071104	001	TABLET; ORAL	EQ 15MG BASE	3		0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
071105	001	TABLET; ORAL	125MG	3		0	METHYLDOPA	METHYLDOPA
071106	001	TABLET; ORAL	250MG	3		0	METHYLDOPA	METHYLDOPA
071107	001	CAPSULE; ORAL	15MG	1	AB	0	FLURAZEPAM HYDROCHLORIDE	FLURAZEPAM HYDROCHLORIDE
071108	001	CAPSULE; ORAL	30MG	1	AB	0	FLURAZEPAM HYDROCHLORIDE	FLURAZEPAM HYDROCHLORIDE
071110	001	TABLET; ORAL	2MG	3		0	LORAZEPAM	LORAZEPAM
071111	001	TABLET; ORAL	EQ 5MG ANHYDROUS;50MG	1	AB	0	AMILORIDE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
071112	001	TABLET; ORAL	50MG	3		0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
071113	001	TABLET; ORAL	100MG	3		0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
071117	001	TABLET; ORAL	0.5MG	3		0	LORAZEPAM	LORAZEPAM
071118	001	TABLET; ORAL	1MG	1	AB	0	LORAZEPAM	LORAZEPAM
071122	001	TABLET; ORAL	200MG	3		0	IBUPROFEN	IBUPROFEN
071123	001	TABLET; ORAL	300MG	3		0	IBUPROFEN	IBUPROFEN
071124	001	TABLET; ORAL	400MG	3		0	IBUPROFEN	IBUPROFEN
071125	001	TABLET; ORAL	600MG	3		0	IBUPROFEN	IBUPROFEN
071126	001	TABLET; ORAL	25MG;40MG	3		0	PROPRANOLOL HYDROCHLORIDE & HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
071127	001	TABLET; ORAL	25MG;80MG	3		0	PROPRANOLOL HYDROCHLORIDE & HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
071128	001	TABLET; ORAL	0.5MG	3		0	HALOPERIDOL	HALOPERIDOL
071129	001	TABLET; ORAL	1MG	3		0	HALOPERIDOL	HALOPERIDOL
071130	001	TABLET; ORAL	2MG	3		0	HALOPERIDOL	HALOPERIDOL
071131	001	TABLET; ORAL	5MG	3		0	HALOPERIDOL	HALOPERIDOL
071132	001	TABLET; ORAL	10MG	3		0	HALOPERIDOL	HALOPERIDOL
071133	001	TABLET; ORAL	20MG	3		0	HALOPERIDOL	HALOPERIDOL
071134	001	TABLET; ORAL	2MG	1	AB	0	DIAZEPAM	DIAZEPAM
071135	001	TABLET; ORAL	5MG	1	AB	0	DIAZEPAM	DIAZEPAM
071136	001	TABLET; ORAL	10MG	1	AB	0	DIAZEPAM	DIAZEPAM
071139	001	TABLET; ORAL	50MG	3		0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
071140	001	TABLET; ORAL	100MG	3		0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
071141	001	TABLET; ORAL	2MG	1	AB	0	LORAZEPAM	LORAZEPAM
071142	001	TABLET; ORAL	15MG;0.3MG	3		0	CLONIDINE HYDROCHLORIDE AND CHLORTHALIDONE	CHLORTHALIDONE; CLONIDINE HYDROCHLORIDE
071143	001	CREAM; TOPICAL	EQ 0.05% BASE	3		0	BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE
071144	001	TABLET; ORAL	200MG	3		0	IBUPROFEN	IBUPROFEN
071145	001	TABLET; ORAL	400MG	3		0	IBUPROFEN	IBUPROFEN
071146	001	TABLET; ORAL	600MG	3		0	IBUPROFEN	IBUPROFEN
071148	001	CAPSULE; ORAL	25MG	3		0	INDOMETHACIN	INDOMETHACIN
071149	001	CAPSULE; ORAL	50MG	3		0	INDOMETHACIN	INDOMETHACIN
071151	001	INJECTABLE; INJECTION	50MG/ML	3		0	BRETYLIUM TOSYLATE	BRETYLIUM TOSYLATE
071152	001	INJECTABLE; INJECTION	50MG/ML	3		0	BRETYLIUM TOSYLATE	BRETYLIUM TOSYLATE
071153	001	INJECTABLE; INJECTION	50MG/ML	3		0	BRETYLIUM TOSYLATE	BRETYLIUM TOSYLATE
071154	001	TABLET; ORAL	200MG	3		0	IBUPROFEN	IBUPROFEN
071156	001	TABLET; ORAL	0.5MG	3		0	HALOPERIDOL	HALOPERIDOL
071157	001	TABLET; ORAL	1MG	3		0	HALOPERIDOL	HALOPERIDOL
071159	001	INJECTABLE; INJECTION	10MG/ML	3		0	NITRO-BID	NITROGLYCERIN
071163	001	TABLET; ORAL	200MG	2		0	IBUPROFEN	IBUPROFEN
071165	001	INJECTABLE; INJECTION	0.25%;0.005MG/ML	1		1	BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE
071166	001	INJECTABLE; INJECTION	0.25%;0.005MG/ML	3		0	BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE
071167	001	INJECTABLE; INJECTION	0.25%;0.005MG/ML	1		0	BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE
071168	001	INJECTABLE; INJECTION	0.5%;0.005MG/ML	1	AP	1	BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE
071169	001	INJECTABLE; INJECTION	0.5%;0.005MG/ML	3		0	BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE
071170	001	INJECTABLE; INJECTION	0.5%;0.005MG/ML	1	AP	0	BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE
071171	001	INJECTABLE; INJECTION	0.75%;0.005MG/ML	3		0	BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE
071172	001	TABLET; ORAL	2MG	3		0	HALOPERIDOL	HALOPERIDOL
071173	001	TABLET; ORAL	10MG	3		0	HALOPERIDOL	HALOPERIDOL
071174	001	CAPSULE; ORAL	15MG	3		0	TEMAZEPAM	TEMAZEPAM
071175	001	CAPSULE; ORAL	30MG	3		0	TEMAZEPAM	TEMAZEPAM
071175	002	CAPSULE; ORAL	22.5MG	1	AB	0	TEMAZEPAM	TEMAZEPAM
071177	001	TABLET; ORAL	20MG	3		0	HALOPERIDOL	HALOPERIDOL
071178	001	TABLET; ORAL	15MG;0.2MG	3		0	CLONIDINE HYDROCHLORIDE AND CHLORTHALIDONE	CHLORTHALIDONE; CLONIDINE HYDROCHLORIDE
071179	001	TABLET; ORAL	15MG;0.1MG	3		0	CLONIDINE HYDROCHLORIDE AND CHLORTHALIDONE	CHLORTHALIDONE; CLONIDINE HYDROCHLORIDE
071181	001	Injectable; Injection	50MG/ML	3		0	BRETYLIUM TOSYLATE	BRETYLIUM TOSYLATE
071183	001	TABLET; ORAL	90MG	3		0	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
071184	001	CONCENTRATE; ORAL	EQ 5MG BASE/ML	3		0	THIOTHIXENE HYDROCHLORIDE	THIOTHIXENE HYDROCHLORIDE
071187	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
071188	001	INJECTABLE; INJECTION	10MG/ML	3		0	RITODRINE HYDROCHLORIDE	RITODRINE HYDROCHLORIDE
071189	001	INJECTABLE; INJECTION	15MG/ML	3		0	RITODRINE HYDROCHLORIDE	RITODRINE HYDROCHLORIDE
071190	001	CAPSULE; ORAL	EQ 100MG BASE	3		0	DISOPYRAMIDE PHOSPHATE	DISOPYRAMIDE PHOSPHATE
071191	001	CAPSULE; ORAL	EQ 150MG BASE	3		0	DISOPYRAMIDE PHOSPHATE	DISOPYRAMIDE PHOSPHATE
071192	001	INJECTABLE; INJECTION	250MG/ML	1	AP	0	AMINOCAPROIC ACID	AMINOCAPROIC ACID
071193	001	TABLET; ORAL	0.5MG	3		0	LORAZEPAM	LORAZEPAM
071194	001	TABLET; ORAL	1MG	3		0	LORAZEPAM	LORAZEPAM
071195	001	TABLET; ORAL	2MG	3		0	LORAZEPAM	LORAZEPAM
071196	001	TABLET; ORAL	100MG	1	AB	1	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
071196	002	TABLET; ORAL	150MG	1	AB	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
071196	003	TABLET; ORAL	300MG	1	AB	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
071198	001	TABLET; ORAL	EQ 5MG BASE	1	AB	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
071199	001	TABLET; ORAL	EQ 25MG BASE	1	AB	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
071200	001	CAPSULE, EXTENDED RELEASE; ORAL	EQ 150MG BASE	3		0	DISOPYRAMIDE PHOSPHATE	DISOPYRAMIDE PHOSPHATE
071202	001	INJECTABLE; SPINAL	0.75%	1	AP	0	SENSORCAINE	BUPIVACAINE HYDROCHLORIDE
071203	001	INJECTABLE; INJECTION	5MG/ML	3		0	NITROGLYCERIN	NITROGLYCERIN
071205	001	CAPSULE; ORAL	15MG	1	AB	0	FLURAZEPAM HYDROCHLORIDE	FLURAZEPAM HYDROCHLORIDE
071206	001	TABLET; ORAL	0.5MG	1	AB	0	HALOPERIDOL	HALOPERIDOL
071207	001	TABLET; ORAL	1MG	1	AB	0	HALOPERIDOL	HALOPERIDOL
071208	001	TABLET; ORAL	2MG	1	AB	1	HALOPERIDOL	HALOPERIDOL
071209	001	TABLET; ORAL	5MG	1	AB	0	HALOPERIDOL	HALOPERIDOL
071210	001	TABLET; ORAL	10MG	1	AB	0	HALOPERIDOL	HALOPERIDOL
071211	001	TABLET; ORAL	20MG	1	AB	0	HALOPERIDOL	HALOPERIDOL
071212	001	TABLET; ORAL	5MG	3		0	HALOPERIDOL	HALOPERIDOL
071213	001	TABLET; ORAL	EQ 10MG BASE	3		0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
071214	001	TABLET; ORAL	200MG	2		0	IBUPROHM	IBUPROFEN
071215	001	TABLET; ORAL	200MG	3		0	MEDIPREN	IBUPROFEN
071216	001	TABLET; ORAL	0.5MG	3		0	HALOPERIDOL	HALOPERIDOL
071217	001	TABLET; ORAL	1MG	3		0	HALOPERIDOL	HALOPERIDOL
071218	001	TABLET; ORAL	2MG	3		0	HALOPERIDOL	HALOPERIDOL
071219	001	TABLET; ORAL	5MG	3		0	HALOPERIDOL	HALOPERIDOL
071220	001	TABLET; ORAL	10MG	3		0	HALOPERIDOL	HALOPERIDOL
071221	001	TABLET; ORAL	20MG	3		0	HALOPERIDOL	HALOPERIDOL
071222	001	Injectable; Injection	1MG/VIAL	3		0	VINCRISTINE SULFATE	VINCRISTINE SULFATE
071223	001	Injectable; Injection	2MG/VIAL	3		0	VINCRISTINE SULFATE	VINCRISTINE SULFATE
071229	001	TABLET; ORAL	200MG	2		0	IBUPROFEN	IBUPROFEN
071230	001	TABLET; ORAL	300MG	1	AB	0	IBUPROFEN	IBUPROFEN
071231	001	TABLET; ORAL	400MG	1	AB	0	IBUPROFEN	IBUPROFEN
071232	001	TABLET; ORAL	600MG	1	AB	0	IBUPROFEN	IBUPROFEN
071233	001	TABLET; ORAL	0.5MG	3		0	HALOPERIDOL	HALOPERIDOL
071234	001	TABLET; ORAL	1MG	3		0	HALOPERIDOL	HALOPERIDOL
071235	001	TABLET; ORAL	2MG	3		0	HALOPERIDOL	HALOPERIDOL
071236	001	TABLET; ORAL	5MG	3		0	HALOPERIDOL	HALOPERIDOL
071237	001	TABLET; ORAL	10MG	3		0	HALOPERIDOL	HALOPERIDOL
071238	001	CAPSULE; ORAL	EQ 50MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
071239	001	CAPSULE; ORAL	EQ 100MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
071242	001	CAPSULE; ORAL	3.75MG	3		0	CLORAZEPATE DIPOTASSIUM	CLORAZEPATE DIPOTASSIUM
071243	001	CAPSULE; ORAL	7.5MG	3		0	CLORAZEPATE DIPOTASSIUM	CLORAZEPATE DIPOTASSIUM
071244	001	CAPSULE; ORAL	15MG	3		0	CLORAZEPATE DIPOTASSIUM	CLORAZEPATE DIPOTASSIUM
071245	001	TABLET; ORAL	0.5MG	3		0	LORAZEPAM	LORAZEPAM
071246	001	TABLET; ORAL	1MG	3		0	LORAZEPAM	LORAZEPAM
071247	001	TABLET; ORAL	2MG	3		0	LORAZEPAM	LORAZEPAM
071248	001	Injectable; Injection	100MG/VIAL	3		0	CYTARABINE	CYTARABINE
071249	001	Injectable; Injection	500MG/VIAL	3		0	CYTARABINE	CYTARABINE
071250	001	TABLET; ORAL	EQ 10MG BASE	1	AB	0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
071251	001	TABLET; ORAL	50MG;75MG	1	AB	0	TRIAMTERENE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; TRIAMTERENE
071251	002	TABLET; ORAL	25MG;37.5MG	1	AB	0	TRIAMTERENE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; TRIAMTERENE
071252	001	TABLET; ORAL	0.1MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
071253	001	TABLET; ORAL	0.2MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
071254	001	TABLET; ORAL	0.3MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
071255	001	TABLET; ORAL	0.5MG	3		0	HALOPERIDOL	HALOPERIDOL
071256	001	TABLET; ORAL	2MG	3		0	HALOPERIDOL	HALOPERIDOL
071257	001	TABLET; ORAL	5MG	3		0	HALOPERIDOL	HALOPERIDOL
071258	001	TABLET; ORAL	50MG	1	AB	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
071259	001	TABLET; ORAL	200MG	1		1	TRIMETHOPRIM	TRIMETHOPRIM
071260	001	TABLET; ORAL	10MG	3		0	BACLOFEN	BACLOFEN
071261	001	TABLET; ORAL	20MG	3		0	BACLOFEN	BACLOFEN
071264	001	TABLET; ORAL	800MG	3		0	IBUPROFEN	IBUPROFEN
071265	001	TABLET; ORAL	200MG	2		0	PROFEN	IBUPROFEN
071266	001	TABLET; ORAL	300MG	3		0	IBUPROFEN	IBUPROFEN
071267	001	TABLET; ORAL	400MG	1	AB	0	IBUPROFEN	IBUPROFEN
071268	001	TABLET; ORAL	600MG	1	AB	0	IBUPROFEN	IBUPROFEN
071269	001	TABLET; ORAL	1MG	3		0	HALOPERIDOL	HALOPERIDOL
071270	001	TABLET; ORAL	250MG	3		0	TOLAZAMIDE	TOLAZAMIDE
071271	001	TABLET; ORAL	500MG	3		0	TOLAZAMIDE	TOLAZAMIDE
071272	001	INJECTABLE; INJECTION	0.02MG/ML	3		0	NALOXONE HYDROCHLORIDE	NALOXONE HYDROCHLORIDE
