ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
076575	A    	TEVA                                              	False	False	AP			
076576	A    	MUTUAL PHARM                                      	False	False	AP			
076577	A    	MYLAN PHARMS INC                                  	False	False	AP			
076578	A    	MYLAN                                             	False	False	AP			
076580	A    	RANBAXY LABS LTD                                  	False	False	AP			
076582	A    	BEDFORD LABS                                      	False	False	AP			
076583	A    	ALCON PHARMS LTD                                  	False	False	AP			
076584	A    	MYLAN                                             	False	False	AP			
076585	A    	G AND W LABS                                      	False	False	AP			
076586	A    	FOUGERA PHARMS                                    	False	False	AP			
076587	A    	TARO                                              	False	False	AP			
076588	A    	RANBAXY                                           	False	False	AP			
076589	A    	TEVA PHARMS USA                                   	False	False	AP			
